資料年月	縣市別	鄉鎮市區	郵寄區號	性別	年齡級距	人數
10712	桃園市	平鎮區	324	女	40歲-44歲	9633
10712	桃園市	平鎮區	324	女	45歲-49歲	8202
10712	桃園市	平鎮區	324	女	50歲-54歲	8070
10712	桃園市	平鎮區	324	女	55歲-59歲	8236
10712	桃園市	平鎮區	324	女	60歲-64歲	7651
10712	桃園市	平鎮區	324	女	65歲-69歲	6183
10712	桃園市	平鎮區	324	女	70歲-74歲	3336
10712	桃園市	平鎮區	324	女	75歲-79歲	2239
10712	桃園市	平鎮區	324	女	80歲以上	2652
10712	桃園市	復興區	336	男	0歲-4歲	323
10712	桃園市	復興區	336	男	5歲-9歲	284
10712	桃園市	復興區	336	男	10歲-14歲	256
10712	桃園市	復興區	336	男	15歲-19歲	309
10712	桃園市	復興區	336	男	20歲-24歲	411
10712	桃園市	復興區	336	男	25歲-29歲	418
10712	桃園市	復興區	336	男	30歲-34歲	426
10712	桃園市	復興區	336	男	35歲-39歲	478
10712	桃園市	復興區	336	男	40歲-44歲	507
10712	桃園市	復興區	336	男	45歲-49歲	472
10712	桃園市	復興區	336	男	50歲-54歲	501
10712	桃園市	復興區	336	男	55歲-59歲	472
10712	桃園市	復興區	336	男	60歲-64歲	478
10712	桃園市	復興區	336	男	65歲-69歲	347
10712	桃園市	復興區	336	男	70歲-74歲	167
10712	桃園市	復興區	336	男	75歲-79歲	128
10712	桃園市	復興區	336	男	80歲以上	157
10712	桃園市	復興區	336	女	0歲-4歲	306
10712	桃園市	復興區	336	女	5歲-9歲	282
10712	桃園市	復興區	336	女	10歲-14歲	225
10712	桃園市	復興區	336	女	15歲-19歲	280
10712	桃園市	復興區	336	女	20歲-24歲	431
10712	桃園市	復興區	336	女	25歲-29歲	404
10712	桃園市	復興區	336	女	30歲-34歲	345
10712	桃園市	復興區	336	女	35歲-39歲	408
10712	桃園市	復興區	336	女	40歲-44歲	358
10712	桃園市	復興區	336	女	45歲-49歲	387
10712	桃園市	復興區	336	女	50歲-54歲	386
10712	桃園市	復興區	336	女	55歲-59歲	380
10712	桃園市	復興區	336	女	60歲-64歲	363
10712	桃園市	復興區	336	女	65歲-69歲	285
10712	桃園市	復興區	336	女	70歲-74歲	148
10712	桃園市	復興區	336	女	75歲-79歲	140
10712	桃園市	復興區	336	女	80歲以上	168
10712	桃園市	新屋區	327	男	0歲-4歲	807
10712	桃園市	新屋區	327	男	5歲-9歲	930
10712	桃園市	新屋區	327	男	10歲-14歲	1073
10712	桃園市	新屋區	327	男	15歲-19歲	1442
10712	桃園市	新屋區	327	男	20歲-24歲	1658
10712	桃園市	新屋區	327	男	25歲-29歲	1947
10712	桃園市	新屋區	327	男	30歲-34歲	1786
10712	桃園市	新屋區	327	男	35歲-39歲	1760
10712	桃園市	新屋區	327	男	40歲-44歲	1715
10712	桃園市	新屋區	327	男	45歲-49歲	1633
10712	桃園市	新屋區	327	男	50歲-54歲	2136
10712	桃園市	新屋區	327	男	55歲-59歲	2303
10712	桃園市	新屋區	327	男	60歲-64歲	1922
10712	桃園市	新屋區	327	男	65歲-69歲	1475
10712	桃園市	新屋區	327	男	70歲-74歲	898
10712	桃園市	新屋區	327	男	75歲-79歲	773
10712	桃園市	新屋區	327	男	80歲以上	1177
10712	桃園市	新屋區	327	女	0歲-4歲	799
10712	桃園市	新屋區	327	女	5歲-9歲	784
10712	桃園市	新屋區	327	女	10歲-14歲	952
10712	桃園市	新屋區	327	女	15歲-19歲	1308
10712	桃園市	新屋區	327	女	20歲-24歲	1549
10712	桃園市	新屋區	327	女	25歲-29歲	1757
10712	桃園市	新屋區	327	女	30歲-34歲	1474
10712	桃園市	新屋區	327	女	35歲-39歲	1599
10712	桃園市	新屋區	327	女	40歲-44歲	1495
10712	桃園市	新屋區	327	女	45歲-49歲	1515
10712	桃園市	新屋區	327	女	50歲-54歲	1711
10712	桃園市	新屋區	327	女	55歲-59歲	1720
10712	桃園市	新屋區	327	女	60歲-64歲	1500
10712	桃園市	新屋區	327	女	65歲-69歲	1153
10712	桃園市	新屋區	327	女	70歲-74歲	737
10712	桃園市	新屋區	327	女	75歲-79歲	840
10712	桃園市	新屋區	327	女	80歲以上	1568
10712	桃園市	桃園區	330	男	0歲-4歲	8777
10712	桃園市	桃園區	330	男	5歲-9歲	11639
10712	桃園市	桃園區	330	男	10歲-14歲	12393
10712	桃園市	桃園區	330	男	15歲-19歲	13880
10712	桃園市	桃園區	330	男	20歲-24歲	14797
10712	桃園市	桃園區	330	男	25歲-29歲	14362
10712	桃園市	桃園區	330	男	30歲-34歲	14262
10712	桃園市	桃園區	330	男	35歲-39歲	17849
10712	桃園市	桃園區	330	男	40歲-44歲	18306
10712	桃園市	桃園區	330	男	45歲-49歲	16924
10712	桃園市	桃園區	330	男	50歲-54歲	16076
10712	桃園市	桃園區	330	男	55歲-59歲	14497
10712	桃園市	桃園區	330	男	60歲-64歲	12184
10712	桃園市	桃園區	330	男	65歲-69歲	9817
10712	桃園市	桃園區	330	男	70歲-74歲	5547
10712	桃園市	桃園區	330	男	75歲-79歲	3689
10712	桃園市	桃園區	330	男	80歲以上	4511
10712	桃園市	桃園區	330	女	0歲-4歲	8106
10712	桃園市	桃園區	330	女	5歲-9歲	10650
10712	桃園市	桃園區	330	女	10歲-14歲	11147
10712	桃園市	桃園區	330	女	15歲-19歲	13111
10712	桃園市	桃園區	330	女	20歲-24歲	13810
10712	桃園市	桃園區	330	女	25歲-29歲	13827
10712	桃園市	桃園區	330	女	30歲-34歲	14451
10712	桃園市	桃園區	330	女	35歲-39歲	19675
10712	桃園市	桃園區	330	女	40歲-44歲	20956
10712	桃園市	桃園區	330	女	45歲-49歲	19200
10712	桃園市	桃園區	330	女	50歲-54歲	18115
10712	桃園市	桃園區	330	女	55歲-59歲	16435
10712	桃園市	桃園區	330	女	60歲-64歲	14178
10712	桃園市	桃園區	330	女	65歲-69歲	11857
10712	桃園市	桃園區	330	女	70歲-74歲	6627
10712	桃園市	桃園區	330	女	75歲-79歲	4753
10712	桃園市	桃園區	330	女	80歲以上	5955
10712	桃園市	楊梅區	326	男	0歲-4歲	3725
10712	桃園市	楊梅區	326	男	5歲-9歲	4282
10712	桃園市	楊梅區	326	男	10歲-14歲	4256
10712	桃園市	楊梅區	326	男	15歲-19歲	5333
10712	桃園市	楊梅區	326	男	20歲-24歲	5922
10712	桃園市	楊梅區	326	男	25歲-29歲	6275
10712	桃園市	楊梅區	326	男	30歲-34歲	6167
10712	桃園市	楊梅區	326	男	35歲-39歲	7224
10712	桃園市	楊梅區	326	男	40歲-44歲	7016
10712	桃園市	楊梅區	326	男	45歲-49歲	6036
10712	桃園市	楊梅區	326	男	50歲-54歲	6037
10712	桃園市	楊梅區	326	男	55歲-59歲	6081
10712	桃園市	楊梅區	326	男	60歲-64歲	4982
10712	桃園市	楊梅區	326	男	65歲-69歲	3882
10712	桃園市	楊梅區	326	男	70歲-74歲	2056
10712	桃園市	楊梅區	326	男	75歲-79歲	1514
10712	桃園市	楊梅區	326	男	80歲以上	2167
10712	桃園市	楊梅區	326	女	0歲-4歲	3468
10712	桃園市	楊梅區	326	女	5歲-9歲	3847
10712	桃園市	楊梅區	326	女	10歲-14歲	3810
10712	桃園市	楊梅區	326	女	15歲-19歲	4699
10712	桃園市	楊梅區	326	女	20歲-24歲	5613
10712	桃園市	楊梅區	326	女	25歲-29歲	5817
10712	桃園市	楊梅區	326	女	30歲-34歲	5925
10712	桃園市	楊梅區	326	女	35歲-39歲	7551
10712	桃園市	楊梅區	326	女	40歲-44歲	7007
10712	桃園市	楊梅區	326	女	45歲-49歲	6329
10712	桃園市	楊梅區	326	女	50歲-54歲	6350
10712	桃園市	楊梅區	326	女	55歲-59歲	6255
10712	桃園市	楊梅區	326	女	60歲-64歲	4999
10712	桃園市	楊梅區	326	女	65歲-69歲	3967
10712	桃園市	楊梅區	326	女	70歲-74歲	2131
10712	桃園市	楊梅區	326	女	75歲-79歲	1779
10712	桃園市	楊梅區	326	女	80歲以上	2557
10712	桃園市	蘆竹區	338	男	0歲-4歲	3663
10712	桃園市	蘆竹區	338	男	5歲-9歲	4833
10712	桃園市	蘆竹區	338	男	10歲-14歲	4848
10712	桃園市	蘆竹區	338	男	15歲-19歲	5516
10712	桃園市	蘆竹區	338	男	20歲-24歲	5533
10712	桃園市	蘆竹區	338	男	25歲-29歲	5298
10712	桃園市	蘆竹區	338	男	30歲-34歲	5124
10712	桃園市	蘆竹區	338	男	35歲-39歲	6611
10712	桃園市	蘆竹區	338	男	40歲-44歲	7454
10712	桃園市	蘆竹區	338	男	45歲-49歲	6531
10712	桃園市	蘆竹區	338	男	50歲-54歲	6276
10712	桃園市	蘆竹區	338	男	55歲-59歲	5344
10712	桃園市	蘆竹區	338	男	60歲-64歲	4195
10712	桃園市	蘆竹區	338	男	65歲-69歲	3209
10712	桃園市	蘆竹區	338	男	70歲-74歲	1781
10712	桃園市	蘆竹區	338	男	75歲-79歲	1238
10712	桃園市	蘆竹區	338	男	80歲以上	1528
10712	桃園市	蘆竹區	338	女	0歲-4歲	3447
10712	桃園市	蘆竹區	338	女	5歲-9歲	4400
10712	桃園市	蘆竹區	338	女	10歲-14歲	4431
10712	桃園市	蘆竹區	338	女	15歲-19歲	4998
10712	桃園市	蘆竹區	338	女	20歲-24歲	5322
10712	桃園市	蘆竹區	338	女	25歲-29歲	5012
10712	桃園市	蘆竹區	338	女	30歲-34歲	5175
10712	桃園市	蘆竹區	338	女	35歲-39歲	7583
10712	桃園市	蘆竹區	338	女	40歲-44歲	7990
10712	桃園市	蘆竹區	338	女	45歲-49歲	7214
10712	桃園市	蘆竹區	338	女	50歲-54歲	6459
10712	桃園市	蘆竹區	338	女	55歲-59歲	5412
10712	桃園市	蘆竹區	338	女	60歲-64歲	4179
10712	桃園市	蘆竹區	338	女	65歲-69歲	3484
10712	桃園市	蘆竹區	338	女	70歲-74歲	1826
10712	桃園市	蘆竹區	338	女	75歲-79歲	1478
10712	桃園市	蘆竹區	338	女	80歲以上	1946
10712	桃園市	觀音區	328	男	0歲-4歲	1373
10712	桃園市	觀音區	328	男	5歲-9歲	1354
10712	桃園市	觀音區	328	男	10歲-14歲	1578
10712	桃園市	觀音區	328	男	15歲-19歲	2225
10712	桃園市	觀音區	328	男	20歲-24歲	2569
10712	桃園市	觀音區	328	男	25歲-29歲	2800
10712	桃園市	觀音區	328	男	30歲-34歲	2378
10712	桃園市	觀音區	328	男	35歲-39歲	2673
10712	桃園市	觀音區	328	男	40歲-44歲	2480
10712	桃園市	觀音區	328	男	45歲-49歲	2416
10712	桃園市	觀音區	328	男	50歲-54歲	2728
10712	桃園市	觀音區	328	男	55歲-59歲	2803
10712	桃園市	觀音區	328	男	60歲-64歲	2243
10712	桃園市	觀音區	328	男	65歲-69歲	1495
10712	桃園市	觀音區	328	男	70歲-74歲	914
10712	桃園市	觀音區	328	男	75歲-79歲	751
10712	桃園市	觀音區	328	男	80歲以上	1102
10712	桃園市	觀音區	328	女	0歲-4歲	1281
10712	桃園市	觀音區	328	女	5歲-9歲	1420
10712	桃園市	觀音區	328	女	10歲-14歲	1395
10712	桃園市	觀音區	328	女	15歲-19歲	2044
10712	桃園市	觀音區	328	女	20歲-24歲	2411
10712	桃園市	觀音區	328	女	25歲-29歲	2474
10712	桃園市	觀音區	328	女	30歲-34歲	2267
10712	桃園市	觀音區	328	女	35歲-39歲	2624
10712	桃園市	觀音區	328	女	40歲-44歲	2526
10712	桃園市	觀音區	328	女	45歲-49歲	2222
10712	桃園市	觀音區	328	女	50歲-54歲	2472
10712	桃園市	觀音區	328	女	55歲-59歲	2240
10712	桃園市	觀音區	328	女	60歲-64歲	1702
10712	桃園市	觀音區	328	女	65歲-69歲	1281
10712	桃園市	觀音區	328	女	70歲-74歲	795
10712	桃園市	觀音區	328	女	75歲-79歲	842
10712	桃園市	觀音區	328	女	80歲以上	1522
10712	桃園市	龍潭區	325	男	0歲-4歲	2443
10712	桃園市	龍潭區	325	男	5歲-9歲	2746
10712	桃園市	龍潭區	325	男	10歲-14歲	2831
10712	桃園市	龍潭區	325	男	15歲-19歲	3521
10712	桃園市	龍潭區	325	男	20歲-24歲	4082
10712	桃園市	龍潭區	325	男	25歲-29歲	4656
10712	桃園市	龍潭區	325	男	30歲-34歲	4364
10712	桃園市	龍潭區	325	男	35歲-39歲	5048
10712	桃園市	龍潭區	325	男	40歲-44歲	4805
10712	桃園市	龍潭區	325	男	45歲-49歲	4115
10712	桃園市	龍潭區	325	男	50歲-54歲	4503
10712	桃園市	龍潭區	325	男	55歲-59歲	4548
10712	桃園市	龍潭區	325	男	60歲-64歲	3985
10712	桃園市	龍潭區	325	男	65歲-69歲	3179
10712	桃園市	龍潭區	325	男	70歲-74歲	1712
10712	桃園市	龍潭區	325	男	75歲-79歲	1072
10712	桃園市	龍潭區	325	男	80歲以上	1958
10712	桃園市	龍潭區	325	女	0歲-4歲	2279
10712	桃園市	龍潭區	325	女	5歲-9歲	2632
10712	桃園市	龍潭區	325	女	10歲-14歲	2571
10712	桃園市	龍潭區	325	女	15歲-19歲	3225
10712	桃園市	龍潭區	325	女	20歲-24歲	3939
10712	桃園市	龍潭區	325	女	25歲-29歲	4264
10712	桃園市	龍潭區	325	女	30歲-34歲	4126
10712	桃園市	龍潭區	325	女	35歲-39歲	5082
10712	桃園市	龍潭區	325	女	40歲-44歲	4703
10712	桃園市	龍潭區	325	女	45歲-49歲	4343
10712	桃園市	龍潭區	325	女	50歲-54歲	4647
10712	桃園市	龍潭區	325	女	55歲-59歲	4818
10712	桃園市	龍潭區	325	女	60歲-64歲	4305
10712	桃園市	龍潭區	325	女	65歲-69歲	3510
10712	桃園市	龍潭區	325	女	70歲-74歲	1952
10712	桃園市	龍潭區	325	女	75歲-79歲	1357
10712	桃園市	龍潭區	325	女	80歲以上	1888
10712	桃園市	龜山區	333	男	0歲-4歲	3704
10712	桃園市	龜山區	333	男	5歲-9歲	3953
10712	桃園市	龜山區	333	男	10歲-14歲	3351
10712	桃園市	龜山區	333	男	15歲-19歲	4223
10712	桃園市	龜山區	333	男	20歲-24歲	4899
10712	桃園市	龜山區	333	男	25歲-29歲	5491
10712	桃園市	龜山區	333	男	30歲-34歲	5792
10712	桃園市	龜山區	333	男	35歲-39歲	7549
10712	桃園市	龜山區	333	男	40歲-44歲	7147
10712	桃園市	龜山區	333	男	45歲-49歲	5885
10712	桃園市	龜山區	333	男	50歲-54歲	5746
10712	桃園市	龜山區	333	男	55歲-59歲	5479
10712	桃園市	龜山區	333	男	60歲-64歲	4629
10712	桃園市	龜山區	333	男	65歲-69歲	3812
10712	桃園市	龜山區	333	男	70歲-74歲	1930
10712	桃園市	龜山區	333	男	75歲-79歲	1237
10712	桃園市	龜山區	333	男	80歲以上	2004
10712	桃園市	龜山區	333	女	0歲-4歲	3433
10712	桃園市	龜山區	333	女	5歲-9歲	3681
10712	桃園市	龜山區	333	女	10歲-14歲	2994
10712	桃園市	龜山區	333	女	15歲-19歲	3829
10712	桃園市	龜山區	333	女	20歲-24歲	4548
10712	桃園市	龜山區	333	女	25歲-29歲	5219
10712	桃園市	龜山區	333	女	30歲-34歲	5846
10712	桃園市	龜山區	333	女	35歲-39歲	7842
10712	桃園市	龜山區	333	女	40歲-44歲	7021
10712	桃園市	龜山區	333	女	45歲-49歲	6067
10712	桃園市	龜山區	333	女	50歲-54歲	5988
10712	桃園市	龜山區	333	女	55歲-59歲	5805
10712	桃園市	龜山區	333	女	60歲-64歲	5191
10712	桃園市	龜山區	333	女	65歲-69歲	4283
10712	桃園市	龜山區	333	女	70歲-74歲	2410
10712	桃園市	龜山區	333	女	75歲-79歲	1716
10712	桃園市	龜山區	333	女	80歲以上	2132
10712	澎湖縣	七美鄉	883	男	0歲-4歲	73
10712	澎湖縣	七美鄉	883	男	5歲-9歲	49
10712	澎湖縣	七美鄉	883	男	10歲-14歲	51
10712	澎湖縣	七美鄉	883	男	15歲-19歲	87
10712	澎湖縣	七美鄉	883	男	20歲-24歲	108
10712	澎湖縣	七美鄉	883	男	25歲-29歲	156
10712	澎湖縣	七美鄉	883	男	30歲-34歲	136
10712	澎湖縣	七美鄉	883	男	35歲-39歲	166
10712	澎湖縣	七美鄉	883	男	40歲-44歲	156
10712	澎湖縣	七美鄉	883	男	45歲-49歲	170
10712	澎湖縣	七美鄉	883	男	50歲-54歲	171
10712	澎湖縣	七美鄉	883	男	55歲-59歲	152
10712	澎湖縣	七美鄉	883	男	60歲-64歲	134
10712	澎湖縣	七美鄉	883	男	65歲-69歲	106
10712	澎湖縣	七美鄉	883	男	70歲-74歲	69
10712	澎湖縣	七美鄉	883	男	75歲-79歲	59
10712	澎湖縣	七美鄉	883	男	80歲以上	77
10712	澎湖縣	七美鄉	883	女	0歲-4歲	87
10712	澎湖縣	七美鄉	883	女	5歲-9歲	43
10712	澎湖縣	七美鄉	883	女	10歲-14歲	59
10712	澎湖縣	七美鄉	883	女	15歲-19歲	55
10712	澎湖縣	七美鄉	883	女	20歲-24歲	114
10712	澎湖縣	七美鄉	883	女	25歲-29歲	125
10712	澎湖縣	七美鄉	883	女	30歲-34歲	149
10712	澎湖縣	七美鄉	883	女	35歲-39歲	157
10712	澎湖縣	七美鄉	883	女	40歲-44歲	161
10712	澎湖縣	七美鄉	883	女	45歲-49歲	133
10712	澎湖縣	七美鄉	883	女	50歲-54歲	124
10712	澎湖縣	七美鄉	883	女	55歲-59歲	130
10712	澎湖縣	七美鄉	883	女	60歲-64歲	102
10712	澎湖縣	七美鄉	883	女	65歲-69歲	102
10712	澎湖縣	七美鄉	883	女	70歲-74歲	71
10712	澎湖縣	七美鄉	883	女	75歲-79歲	51
10712	澎湖縣	七美鄉	883	女	80歲以上	143
10712	澎湖縣	望安鄉	882	男	0歲-4歲	93
10712	澎湖縣	望安鄉	882	男	5歲-9歲	73
10712	澎湖縣	望安鄉	882	男	10歲-14歲	79
10712	澎湖縣	望安鄉	882	男	15歲-19歲	103
10712	澎湖縣	望安鄉	882	男	20歲-24歲	133
10712	澎湖縣	望安鄉	882	男	25歲-29歲	171
10712	澎湖縣	望安鄉	882	男	30歲-34歲	133
10712	澎湖縣	望安鄉	882	男	35歲-39歲	198
10712	澎湖縣	望安鄉	882	男	40歲-44歲	219
10712	澎湖縣	望安鄉	882	男	45歲-49歲	244
10712	澎湖縣	望安鄉	882	男	50歲-54歲	277
10712	澎湖縣	望安鄉	882	男	55歲-59歲	249
10712	澎湖縣	望安鄉	882	男	60歲-64歲	235
10712	澎湖縣	望安鄉	882	男	65歲-69歲	202
10712	澎湖縣	望安鄉	882	男	70歲-74歲	109
10712	澎湖縣	望安鄉	882	男	75歲-79歲	103
10712	澎湖縣	望安鄉	882	男	80歲以上	141
10712	澎湖縣	望安鄉	882	女	0歲-4歲	79
10712	澎湖縣	望安鄉	882	女	5歲-9歲	58
10712	澎湖縣	望安鄉	882	女	10歲-14歲	47
10712	澎湖縣	望安鄉	882	女	15歲-19歲	111
10712	澎湖縣	望安鄉	882	女	20歲-24歲	132
10712	澎湖縣	望安鄉	882	女	25歲-29歲	158
10712	澎湖縣	望安鄉	882	女	30歲-34歲	167
10712	澎湖縣	望安鄉	882	女	35歲-39歲	197
10712	澎湖縣	望安鄉	882	女	40歲-44歲	181
10712	澎湖縣	望安鄉	882	女	45歲-49歲	166
10712	澎湖縣	望安鄉	882	女	50歲-54歲	154
10712	澎湖縣	望安鄉	882	女	55歲-59歲	185
10712	澎湖縣	望安鄉	882	女	60歲-64歲	154
10712	澎湖縣	望安鄉	882	女	65歲-69歲	147
10712	澎湖縣	望安鄉	882	女	70歲-74歲	99
10712	澎湖縣	望安鄉	882	女	75歲-79歲	104
10712	澎湖縣	望安鄉	882	女	80歲以上	190
10712	澎湖縣	湖西鄉	885	男	0歲-4歲	282
10712	澎湖縣	湖西鄉	885	男	5歲-9歲	196
10712	澎湖縣	湖西鄉	885	男	10歲-14歲	222
10712	澎湖縣	湖西鄉	885	男	15歲-19歲	336
10712	澎湖縣	湖西鄉	885	男	20歲-24歲	514
10712	澎湖縣	湖西鄉	885	男	25歲-29歲	553
10712	澎湖縣	湖西鄉	885	男	30歲-34歲	507
10712	澎湖縣	湖西鄉	885	男	35歲-39歲	602
10712	澎湖縣	湖西鄉	885	男	40歲-44歲	603
10712	澎湖縣	湖西鄉	885	男	45歲-49歲	564
10712	澎湖縣	湖西鄉	885	男	50歲-54歲	697
10712	澎湖縣	湖西鄉	885	男	55歲-59歲	651
10712	澎湖縣	湖西鄉	885	男	60歲-64歲	550
10712	澎湖縣	湖西鄉	885	男	65歲-69歲	422
10712	澎湖縣	湖西鄉	885	男	70歲-74歲	247
10712	澎湖縣	湖西鄉	885	男	75歲-79歲	192
10712	澎湖縣	湖西鄉	885	男	80歲以上	418
10712	澎湖縣	湖西鄉	885	女	0歲-4歲	209
10712	澎湖縣	湖西鄉	885	女	5歲-9歲	183
10712	澎湖縣	湖西鄉	885	女	10歲-14歲	178
10712	澎湖縣	湖西鄉	885	女	15歲-19歲	296
10712	澎湖縣	湖西鄉	885	女	20歲-24歲	451
10712	澎湖縣	湖西鄉	885	女	25歲-29歲	460
10712	澎湖縣	湖西鄉	885	女	30歲-34歲	446
10712	澎湖縣	湖西鄉	885	女	35歲-39歲	582
10712	澎湖縣	湖西鄉	885	女	40歲-44歲	546
10712	澎湖縣	湖西鄉	885	女	45歲-49歲	498
10712	澎湖縣	湖西鄉	885	女	50歲-54歲	532
10712	澎湖縣	湖西鄉	885	女	55歲-59歲	504
10712	澎湖縣	湖西鄉	885	女	60歲-64歲	410
10712	澎湖縣	湖西鄉	885	女	65歲-69歲	378
10712	澎湖縣	湖西鄉	885	女	70歲-74歲	245
10712	澎湖縣	湖西鄉	885	女	75歲-79歲	228
10712	澎湖縣	湖西鄉	885	女	80歲以上	586
10712	澎湖縣	白沙鄉	884	男	0歲-4歲	215
10712	澎湖縣	白沙鄉	884	男	5歲-9歲	119
10712	澎湖縣	白沙鄉	884	男	10歲-14歲	131
10712	澎湖縣	白沙鄉	884	男	15歲-19歲	215
10712	澎湖縣	白沙鄉	884	男	20歲-24歲	324
10712	澎湖縣	白沙鄉	884	男	25歲-29歲	378
10712	澎湖縣	白沙鄉	884	男	30歲-34歲	320
10712	澎湖縣	白沙鄉	884	男	35歲-39歲	366
10712	澎湖縣	白沙鄉	884	男	40歲-44歲	379
10712	澎湖縣	白沙鄉	884	男	45歲-49歲	429
10712	澎湖縣	白沙鄉	884	男	50歲-54歲	424
10712	澎湖縣	白沙鄉	884	男	55歲-59歲	455
10712	澎湖縣	白沙鄉	884	男	60歲-64歲	412
10712	澎湖縣	白沙鄉	884	男	65歲-69歲	250
10712	澎湖縣	白沙鄉	884	男	70歲-74歲	171
10712	澎湖縣	白沙鄉	884	男	75歲-79歲	159
10712	澎湖縣	白沙鄉	884	男	80歲以上	289
10712	澎湖縣	白沙鄉	884	女	0歲-4歲	172
10712	澎湖縣	白沙鄉	884	女	5歲-9歲	125
10712	澎湖縣	白沙鄉	884	女	10歲-14歲	122
10712	澎湖縣	白沙鄉	884	女	15歲-19歲	183
10712	澎湖縣	白沙鄉	884	女	20歲-24歲	292
10712	澎湖縣	白沙鄉	884	女	25歲-29歲	290
10712	澎湖縣	白沙鄉	884	女	30歲-34歲	351
10712	澎湖縣	白沙鄉	884	女	35歲-39歲	349
10712	澎湖縣	白沙鄉	884	女	40歲-44歲	366
10712	澎湖縣	白沙鄉	884	女	45歲-49歲	362
10712	澎湖縣	白沙鄉	884	女	50歲-54歲	354
10712	澎湖縣	白沙鄉	884	女	55歲-59歲	362
10712	澎湖縣	白沙鄉	884	女	60歲-64歲	295
10712	澎湖縣	白沙鄉	884	女	65歲-69歲	240
10712	澎湖縣	白沙鄉	884	女	70歲-74歲	185
10712	澎湖縣	白沙鄉	884	女	75歲-79歲	168
10712	澎湖縣	白沙鄉	884	女	80歲以上	381
10712	澎湖縣	西嶼鄉	881	男	0歲-4歲	165
10712	澎湖縣	西嶼鄉	881	男	5歲-9歲	101
10712	澎湖縣	西嶼鄉	881	男	10歲-14歲	124
10712	澎湖縣	西嶼鄉	881	男	15歲-19歲	193
10712	澎湖縣	西嶼鄉	881	男	20歲-24歲	243
10712	澎湖縣	西嶼鄉	881	男	25歲-29歲	276
10712	澎湖縣	西嶼鄉	881	男	30歲-34歲	224
10712	澎湖縣	西嶼鄉	881	男	35歲-39歲	312
10712	澎湖縣	西嶼鄉	881	男	40歲-44歲	321
10712	澎湖縣	西嶼鄉	881	男	45歲-49歲	332
10712	澎湖縣	西嶼鄉	881	男	50歲-54歲	367
10712	澎湖縣	西嶼鄉	881	男	55歲-59歲	377
10712	澎湖縣	西嶼鄉	881	男	60歲-64歲	354
10712	澎湖縣	西嶼鄉	881	男	65歲-69歲	287
10712	澎湖縣	西嶼鄉	881	男	70歲-74歲	180
10712	澎湖縣	西嶼鄉	881	男	75歲-79歲	131
10712	澎湖縣	西嶼鄉	881	男	80歲以上	239
10712	澎湖縣	西嶼鄉	881	女	0歲-4歲	119
10712	澎湖縣	西嶼鄉	881	女	5歲-9歲	108
10712	澎湖縣	西嶼鄉	881	女	10歲-14歲	91
10712	澎湖縣	西嶼鄉	881	女	15歲-19歲	168
10712	澎湖縣	西嶼鄉	881	女	20歲-24歲	210
10712	澎湖縣	西嶼鄉	881	女	25歲-29歲	248
10712	澎湖縣	西嶼鄉	881	女	30歲-34歲	262
10712	澎湖縣	西嶼鄉	881	女	35歲-39歲	351
10712	澎湖縣	西嶼鄉	881	女	40歲-44歲	298
10712	澎湖縣	西嶼鄉	881	女	45歲-49歲	258
10712	澎湖縣	西嶼鄉	881	女	50歲-54歲	296
10712	澎湖縣	西嶼鄉	881	女	55歲-59歲	269
10712	澎湖縣	西嶼鄉	881	女	60歲-64歲	271
10712	澎湖縣	西嶼鄉	881	女	65歲-69歲	284
10712	澎湖縣	西嶼鄉	881	女	70歲-74歲	216
10712	澎湖縣	西嶼鄉	881	女	75歲-79歲	153
10712	澎湖縣	西嶼鄉	881	女	80歲以上	366
10712	澎湖縣	馬公市	880	男	0歲-4歲	1048
10712	澎湖縣	馬公市	880	男	5歲-9歲	1148
10712	澎湖縣	馬公市	880	男	10歲-14歲	1105
10712	澎湖縣	馬公市	880	男	15歲-19歲	1805
10712	澎湖縣	馬公市	880	男	20歲-24歲	2944
10712	澎湖縣	馬公市	880	男	25歲-29歲	2681
10712	澎湖縣	馬公市	880	男	30歲-34歲	2371
10712	澎湖縣	馬公市	880	男	35歲-39歲	2562
10712	澎湖縣	馬公市	880	男	40歲-44歲	2373
10712	澎湖縣	馬公市	880	男	45歲-49歲	2178
10712	澎湖縣	馬公市	880	男	50歲-54歲	2288
10712	澎湖縣	馬公市	880	男	55歲-59歲	2280
10712	澎湖縣	馬公市	880	男	60歲-64歲	2025
10712	澎湖縣	馬公市	880	男	65歲-69歲	1539
10712	澎湖縣	馬公市	880	男	70歲-74歲	971
10712	澎湖縣	馬公市	880	男	75歲-79歲	694
10712	澎湖縣	馬公市	880	男	80歲以上	1196
10712	澎湖縣	馬公市	880	女	0歲-4歲	943
10712	澎湖縣	馬公市	880	女	5歲-9歲	987
10712	澎湖縣	馬公市	880	女	10歲-14歲	1126
10712	澎湖縣	馬公市	880	女	15歲-19歲	1607
10712	澎湖縣	馬公市	880	女	20歲-24歲	2450
10712	澎湖縣	馬公市	880	女	25歲-29歲	2166
10712	澎湖縣	馬公市	880	女	30歲-34歲	2104
10712	澎湖縣	馬公市	880	女	35歲-39歲	2470
10712	澎湖縣	馬公市	880	女	40歲-44歲	2463
10712	澎湖縣	馬公市	880	女	45歲-49歲	2216
10712	澎湖縣	馬公市	880	女	50歲-54歲	2182
